DT	0.15952208253615272	0.16347635213299508	0.1654857195069257
NN	0.24383483503700148	0.24183349989160385	0.24751594149095146
IN	0.12342310256538329	0.12309570457792002	0.12394560803022314
VBZ	0.05549372353740433	0.05961463604909343	0.0584514616416602
VBN	0.008984885962454874	0.008708126552438123	0.007831049277294123
RP	0.006047352346950373	0.005844080002218528	0.006355289231117114
.	0.05791150625691765	0.06501035481668503	0.06189458182223733
VBG	0.06862630127744346	0.0702295629763332	0.07360525990979205
PRP$	0.01659728209371297	0.010511287671199602	0.012970103381905317
,	0.007748848838631825	0.008153899437129533	0.007898233982830277
RB	0.009362212082977724	0.010117377530078157	0.01068409578696229
NNS	0.06281656485195425	0.06682505389949786	0.06352256321552911
CC	0.01588570113165261	0.016587341476976804	0.01585770202584922
PRP	0.006829512295583348	0.004505473751840254	0.004720205454668656
VBP	0.027033561574917604	0.030695842466711455	0.027860345648033916
EX	0.0011850030873782331	0.0034020800317719094	0.0014513815958824606
JJ	0.06926929394229607	0.06789342888656826	0.06493574550740673
NNP	0.00660945063488513	0.004485838970910768	0.005560590142775178
JJR	0.0011520662269776775	0.0012390154027771677	9.960612486488677E-4
TO	0.014640615419807431	0.007911197351207327	0.008285985711924652
VB	0.01193852606463877	0.005834768662808669	0.006566825075405234
CD	0.013835834001119129	0.01614748190007192	0.014754721117247101
WP	9.703705794932935E-4	8.315430933848399E-4	7.156130921108072E-4
VBD	0.004753404259785686	0.0030302337166433916	0.004099802688117655
WRB	5.923205719286739E-4	3.299452877841502E-4	3.5550307043702114E-4
POS	0.0015089425385705112	9.805245239425911E-4	0.001067277036517191
WDT	0.0010804014098424026	9.975278393866823E-4	8.780081232067682E-4
MD	7.034372328404387E-4	3.617252940308444E-4	3.9485411225105425E-4
LS	2.533604646196589E-6	2.8338859073485294E-6	4.031082332169247E-6
``	3.016799246578367E-4	2.8338859073485294E-4	2.910057531223132E-4
''	3.1869127013944235E-4	3.131443927620125E-4	3.1500029081379683E-4
JJS	2.464835377228396E-4	1.9816959309244359E-4	7.851012732653437E-5
PDT	5.3205697570128366E-5	2.16589851490209E-5	7.083187526525962E-5
NNPS	3.1959612894165543E-4	1.9735991140462972E-4	2.3879363910564487E-4
FW	4.759557299640735E-5	2.7124336541764495E-5	3.915908551250125E-5
UH	2.4974102941080663E-5	1.8015417553858507E-5	2.0539324263909968E-5
:	1.1582192668327264E-4	1.3157327426975316E-4	1.293785472324796E-4
#	1.6106486679392602E-5	1.8217837975811976E-5	1.689215453480446E-5
RBR	5.809193510207893E-5	2.1051723883160505E-5	1.861976124859128E-5
WP$	1.7735232523376122E-5	1.943236050753277E-5	1.554846042408138E-5
SYM	2.7145764066392024E-6	2.22662464148813E-6	4.606951236764853E-6
-LRB-	3.583240856763747E-5	3.9471982280925946E-5	3.935104181403312E-5
-RRB-	3.4384634484096564E-5	3.744777806139128E-5	3.8007347703310036E-5
RBS	3.5289493286309634E-5	8.704078143999054E-6	1.2861072202635214E-5
$	1.2125107949655105E-5	6.2750330805574576E-6	6.334557950551673E-6
