a	0.11969791170898994	0.1287341821375382	0.12209823286485225
person	0.002436825481627516	0.003954307796652626	0.002491422082830814
on	0.018306172319280337	0.019471304502406167	0.019742207257905268
horse	7.317765993269161E-4	8.16112566971985E-4	8.291722166529122E-4
jump	0.0019216190133996007	0.0021463356495240943	0.001909512584891296
over	0.0013918334483984628	0.0013723922653133473	0.0013695864903266089
break	3.6377197916411924E-4	1.4014309241010262E-4	2.902224803062445E-4
down	0.0028758444118792362	0.0031096615910457905	0.003533440391011939
airplane	8.582855358429446E-5	8.459087559889077E-5	1.437687476033457E-4
.	0.07516676605534789	0.08103326113228548	0.07861807234179763
be	0.04740957667946492	0.05042070703831436	0.04885086299082443
train	5.932751799813011E-4	5.315337108527315E-4	5.130762435691556E-4
he	0.008877023907837534	0.006366031536488463	0.0072775300675615474
for	0.005448114405464433	0.00224986478085408	0.0024777530677785433
competition	3.844648907132094E-4	1.2802260874220184E-4	1.1228119507222243E-4
at	0.00813748746667971	0.007475308302177798	0.008407908794473421
diner	2.3984965659172697E-5	2.1210846418826343E-5	4.1007045156811676E-5
,	0.009119930471817195	0.009486298550743667	0.009274914892074583
order	1.154570405750372E-4	6.287500902723523E-5	8.689588140371998E-5
omelette	7.054401664462558E-7	2.525100764145993E-7	7.322686635144942E-7
outdoors	4.467787720826287E-4	0.001506222605813085	3.024269580314861E-4
child	0.004616870742668595	0.005191354661007747	0.0046135366696958184
smile	0.0010708581726654163	0.0011602838011250838	9.52437441677852E-4
and	0.01656279452126949	0.017118668120451347	0.016592475646574924
wave	4.6159301557800004E-4	4.46185305024597E-4	4.1251134711316504E-4
camera	9.074312007720338E-4	0.0010615523612469756	9.009345456773327E-4
they	0.004667897581374874	0.003168748948926807	0.003484622480110973
parent	1.8082782933239025E-4	5.075452535933446E-5	6.907734392486728E-5
there	0.0015385650030192838	0.004237119082236977	0.0018553247037912234
present	1.0769719874412838E-4	1.4014309241010262E-4	1.0471441888257266E-4
the	0.045507474844003665	0.037624758916004544	0.046893508853250186
kid	0.0012589755503844178	0.001414813958151	0.0012436362802021159
frown	8.700428719503821E-6	8.332832521681778E-6	7.957319476857503E-5
boy	0.005617655192133684	0.005747381849272695	0.005903305875699347
skateboard	4.0986073670527465E-4	4.7446643358303216E-4	4.144640635492037E-4
in	0.03141889413318334	0.033308099159696965	0.034546971007286806
middle	3.437845077814753E-4	3.401310729304653E-4	4.1007045156811673E-4
of	0.015572826821023246	0.01588035870571415	0.015370075157614727
red	0.0033941077874950856	0.0035326159690402445	0.003591289615429584
bridge	2.5278272630990833E-4	2.605903988598665E-4	2.655694353012565E-4
skate	1.7212740061288642E-4	1.878674968524619E-4	1.8379943454213804E-4
sidewalk	9.967869551885595E-4	0.001092863610722386	0.0010620336516505213
do	0.0013408066096921836	0.001213815937324979	0.0012809819820413552
skateboarding	1.4955331528660623E-4	1.7852462402512172E-4	1.479182700299278E-4
trick	4.898106222358503E-4	4.103288741737239E-4	3.0047424159544743E-4
wear	0.006441139013098613	0.00740182786994115	0.006844271108315472
safety	1.6013491778330008E-4	1.6716167058646476E-4	1.3669015052270557E-4
equipment	1.815332694988365E-4	2.4013708267028397E-4	1.7037450904437232E-4
older	7.94325627418484E-4	8.403535343077866E-4	7.90361977486644E-4
man	0.025242295182502074	0.02699231712841501	0.026705349979264593
sit	0.005088575067298992	0.0061953347248321945	0.007444975501951862
with	0.013504005959558526	0.0143435823806549	0.013425901855983746
orange	0.0010348807241766572	0.0011014489533204823	0.001062765920314036
juice	3.4801714878015286E-5	2.6513558023532928E-5	3.710161228473437E-5
small	0.0013417471965807785	0.0014183490992208045	0.0013573820126013673
table	0.0010896699104373164	0.0012330067031324885	0.001256573026590872
coffee	1.7636004161156394E-4	1.3635544126388365E-4	2.1577516618227093E-4
shop	4.3125908842081106E-4	3.6361451003702304E-4	4.1275543666766985E-4
while	0.004660843179710412	0.004641640224653165	0.004402155115494634
employee	6.842769614528682E-5	5.201707574140746E-5	5.0526537782500095E-5
bright	2.861735608550311E-4	2.969518498635688E-4	2.892461220882252E-4
color	4.427812778060999E-4	4.941622195433709E-4	4.1812540686677615E-4
shirt	0.004672130222373552	0.0051976674129181125	0.00502336303170943
background	0.0010014898896315344	0.001080238106901656	0.0010283492931288545
drink	6.045622226444412E-4	6.143570159167201E-4	7.447172307942406E-4
as	0.002149946480606039	0.0019231167419735884	0.0019468582867305352
wait	0.0014282811903315192	7.216737983929248E-4	7.710789026807623E-4
daughter	2.4243627053536324E-4	8.459087559889077E-5	1.2790292656053164E-4
to	0.012042569081404032	0.007653075395973676	0.007899226162885353
get	0.0016551977772050648	9.911020499273023E-4	9.170444562746515E-4
off	0.0010170095732933522	8.32525721938934E-4	9.348629937535042E-4
work	0.0020923355336795947	0.0019804365293197026	0.001500906670650208
flip	1.5284536939668875E-4	1.4165815286859023E-4	1.369342400772104E-4
burger	2.7277019769255223E-5	1.0352913132998572E-5	3.392844807617156E-5
elderly	3.9951428093072954E-4	4.078037734095779E-4	3.9884233206089446E-4
two	0.009294409339651569	0.010691276635394136	0.00981581734485729
blond	5.361345264991545E-4	5.711777928498236E-4	5.401701841191919E-4
woman	0.012900854617246977	0.013682511000601479	0.014286805714722286
hug	1.5002360873090373E-4	1.7347442249682974E-4	1.4669782225740365E-4
one	0.0024064915544703275	0.002660698675180633	0.002646174860386877
another	0.0012773169947120206	0.0014953646725272573	0.0012355813249034565
some	0.001947014859391666	0.0022443095591729587	0.001608306074632334
vacation	1.448503808436312E-4	9.595382903754775E-6	1.8306716587862355E-5
sleep	3.891678251561845E-4	4.123489547850407E-4	0.0019453937494035062
show	7.216652902745197E-4	5.128479651980512E-4	4.8720275079164343E-4
affection	4.232640998677535E-6	1.2878013897144565E-5	1.9527164360386512E-6
few	1.7824121538875397E-4	1.8534239608831592E-4	1.7281540458942063E-4
people	0.008807185331359355	0.011820501697120223	0.009041077098858954
restaurant	4.441921581389924E-4	4.146215454727721E-4	5.294302437209793E-4
setting	1.149867471307397E-4	1.2499248782522668E-4	1.1521026972628042E-4
eat	8.28421902130053E-4	7.545001083268227E-4	0.001803577718236199
desk	1.349742185133836E-4	1.56303737300637E-4	1.9966525558495207E-4
school	4.133879375375059E-4	1.5781879775912457E-4	2.714275846093725E-4
drinking	1.1804365451867347E-4	1.2044730644976387E-4	1.5768185221012109E-4
wine	7.924444536412941E-5	6.742019040269802E-5	8.421089630416683E-5
meal	1.4014744640065616E-4	1.3458787072898143E-4	1.2155659814340603E-4
arrive	4.961595837338666E-5	1.1867973591486168E-5	1.6354000151823703E-5
blond-hair	1.1522189385288845E-4	1.2170985683183687E-4	1.1765116527132873E-4
brown	0.001475075388039121	0.0015110202972649623	0.0014503801328677082
out	0.0016707174608668826	0.0014739013160320162	0.0015133552379299547
public	1.8717679083040653E-4	2.234714176269204E-4	1.7354767325293512E-4
water	0.0022856261392858687	0.0028846751129603825	0.0022617338120417677
fountain	2.231542393191656E-4	2.3458186098916276E-4	2.0649976311108736E-4
from	0.0020852811320151324	0.0016110142875251437	0.0018584978679997862
park	0.0012989504931497056	9.754464251895972E-4	0.0013300439824968262
read	6.537078875735304E-4	6.401130437110093E-4	7.373945441590957E-4
book	4.223235129791585E-4	4.143690353963575E-4	5.145407808961846E-4
bench	7.146108886100571E-4	7.706607532173571E-4	9.297371131089027E-4
who	6.793388802877443E-4	6.340528018770589E-4	5.755631695223924E-4
just	5.001570780103953E-4	1.7246438219117134E-4	2.3090871856157048E-4
have	0.0028890126283195663	0.0029786088613866137	0.002457737724309147
lunch	2.2244879915271932E-4	5.580472688762645E-5	2.558058531210633E-4
hugging	2.1163204993387673E-6	2.7776108405605925E-6	2.1968059905434824E-6
say	1.5190478250809374E-4	1.4216317302141943E-4	1.4401283715785053E-4
goodbye	1.3168216440330109E-5	3.2826309933897912E-6	3.661343317572471E-6
friend	0.0011247067720374804	2.666506406938169E-4	3.895669289897109E-4
scowl	3.056907387933775E-6	3.5351410698043904E-6	9.275403071183593E-6
each	7.463556961001387E-4	7.855588477258185E-4	7.261664246518733E-4
other	0.0020878677459587685	0.00217739438892309	0.00193953560009539
full	2.661860894723872E-4	2.537726267966723E-4	2.7191576371838217E-4
dinner	2.509015525327183E-4	8.585342598096377E-5	3.038914953585151E-4
this	4.787587262948589E-4	6.153670562223786E-4	4.2593627261093076E-4
picture	0.0012728492069911943	0.0014509228990782876	0.0010276170244653401
meet	1.1757336107437597E-4	3.68664711565315E-5	4.808564223745178E-5
first	2.8828988135436986E-4	5.327962612348046E-5	7.298277679694459E-5
time	3.5742301766610295E-4	1.8130223486568232E-4	1.601227477551694E-4
20	1.6225123828263884E-5	7.322792216023381E-6	1.1472209061727075E-5
year	1.330930447361936E-4	3.206877970465411E-5	5.3943791545567733E-5
great	7.994988553057566E-5	3.6108940927287705E-5	3.2708000303647406E-5
catch	6.252551341935314E-4	4.484578957123284E-4	4.7719507905694537E-4
up	0.0022230771111943007	0.0021571935828099222	0.002148232169197021
hold	0.00346864929841624	0.004241664263612439	0.0034765675248123133
food	8.22778380798483E-4	9.110563557038744E-4	7.75960693770859E-4
carryout	4.7029344429750387E-7	5.050201528291986E-7	4.881791090096628E-7
container	6.278417481371677E-5	7.903565391776959E-5	6.077829907170302E-5
sister	1.9046884494048906E-4	2.146335649524094E-5	4.9794269118985605E-5
see	3.7059123410643305E-4	2.573077678664767E-4	2.3774322608770577E-4
across	4.627687491887438E-4	4.7244635297171534E-4	5.120998853511363E-4
crowded	1.8082782933239025E-4	1.866049464703889E-4	1.8160262855159456E-4
share	9.452898230379828E-5	8.736848643945136E-5	8.567543363119582E-5
both	2.5819110091932965E-4	2.704382918400359E-4	3.002301520409426E-4
clutch	1.5049390217520124E-5	1.7170685196192753E-5	1.5133552379299545E-5
doggie	1.8811737771900155E-6	5.050201528291986E-7	7.322686635144942E-7
bag	5.445998084965095E-4	6.08801794235599E-4	5.379733781286484E-4
group	0.0033952835211058293	0.0037363916007068262	0.0034807170472388954
rival	3.3390834545122777E-5	5.555221681121185E-6	7.07859708064011E-6
gang	2.1398351715536426E-5	3.2826309933897912E-6	8.78722396217393E-6
member	1.6601358583701885E-4	1.3635544126388365E-4	1.3205244898711378E-4
little	0.0018148624015440675	0.0018700896259265225	0.0018763164054786388
League	2.1163204993387673E-6	1.2625503820729967E-6	1.7086268815338197E-6
team	7.872712257540215E-4	5.673901417036047E-4	5.616500649156171E-4
try	0.0011707955295786358	5.93651189650723E-4	5.640909604606654E-4
runner	1.7330313422363018E-4	1.6665665043363555E-4	1.6061092686417904E-4
slide	3.409627471156903E-4	3.618469395021208E-4	3.5710301824056834E-4
into	0.0014677858396525095	0.0014476402680848979	0.001558999984622358
base	1.0158338396826084E-4	9.746888949603534E-5	9.592719492039873E-5
afternoon	3.315568782297402E-5	1.515060458487596E-5	2.4897134559492803E-5
game	0.0012063026846230974	9.688811632028176E-4	0.0010190738900576711
score	1.0464029135619461E-4	4.6966874213115476E-5	5.199107510952909E-5
win	3.4801714878015286E-4	5.1259545512163665E-5	6.151056773521751E-5
tag	8.253649947421193E-5	6.0854928415918435E-5	8.07936425410992E-5
play	0.006175658363792672	0.006657428164670911	0.006489853075174457
baseball	6.205521997505564E-4	6.211747879799143E-4	7.495990218843372E-4
Saturn	2.3514672214875193E-7	2.525100764145993E-7	2.1968059905434824E-6
special	2.8452753379998985E-5	1.3635544126388363E-5	9.275403071183593E-6
event	3.513092028902354E-4	3.2977815979746673E-4	2.514122411399763E-4
american	2.3397098853800816E-4	2.219563571684328E-4	2.2895600212553184E-4
culture	9.405868885950078E-6	6.817772063194182E-6	7.07859708064011E-6
how	2.2150821226412434E-4	1.0529670186488792E-4	1.1935979215286255E-4
deal	2.4220112381321448E-5	8.837852674510977E-6	9.031313516678761E-6
party	4.564197876907275E-4	2.0327061151375245E-4	2.4384546495032655E-4
host	1.3873656606776363E-5	7.827812368852578E-6	8.299044853164266E-6
basketball	4.166799916475884E-4	4.471953453302554E-4	6.182788415607379E-4
high	3.386112798942028E-4	2.929116886409352E-4	2.9144292807876867E-4
fashion	4.279670343107285E-5	2.7776108405605927E-5	2.9046656986074934E-5
lady	0.0011693846492457434	0.0012968917524653822	0.0011916452050925869
outside	0.0024375309217939626	0.00507898767700325	0.0020142270037738687
tram	5.408374609421294E-6	5.807731757535784E-6	5.614059753611122E-6
beside	2.8499782724428734E-4	3.270005489569061E-4	3.068205700125731E-4
crowd	0.0014348652985516843	0.0013723922653133473	0.001195550637964664
city	8.709834588389772E-4	8.81007656610537E-4	8.084246045200015E-4
not	3.816431300474244E-4	3.9189563859545816E-4	8.447939481412214E-4
care	3.527200832231279E-5	3.383635023955631E-5	2.4897134559492803E-5
what	2.7065387719321345E-4	2.267540486203102E-4	2.1211382286469847E-4
clothes	3.343786388955253E-4	4.964348102311023E-4	3.424576449702784E-4
by	0.002520302567990323	0.002738219268639915	0.002472627187133942
enjoy	7.675189010935263E-4	5.100703543574907E-4	4.442429891987931E-4
good	1.683650530585064E-4	7.398545238947761E-5	5.272334377304358E-5
sense	2.821760665785023E-6	2.0200806113167946E-6	1.7086268815338197E-6
themselves	7.853900519768315E-5	7.27229020074046E-5	6.541600060729481E-5
beach	0.0013419823433029273	0.0013471412576718873	0.0015934166118075394
mom	1.3426877834693735E-4	5.176456566499286E-5	6.663644837981897E-5
dad	7.43063641990056E-5	2.600853787070373E-5	4.369203025636482E-5
